index,product_id,category,sub_category,cost_price,list_price
5236,FUR-BO-10001337,Furniture,Bookcases,310,360
5237,TEC-AC-10003628,Technology,Accessories,50,60
5238,OFF-ST-10004186,Office Supplies,Storage,270,330
5239,OFF-BI-10001658,Office Supplies,Binders,40,40
5240,OFF-SU-10004737,Office Supplies,Supplies,10,10
5242,OFF-BI-10003694,Office Supplies,Binders,10,10
5243,FUR-TA-10001691,Furniture,Tables,130,140
5244,TEC-PH-10001918,Technology,Phones,300,330
5246,OFF-AP-10000358,Office Supplies,Appliances,20,20
5247,TEC-AC-10002345,Technology,Accessories,30,40
5249,TEC-AC-10001314,Technology,Accessories,220,250
5250,OFF-PA-10004438,Office Supplies,Paper,40,50
5251,OFF-AP-10000026,Office Supplies,Appliances,150,180
5252,OFF-BI-10004224,Office Supplies,Binders,90,110
5254,FUR-FU-10003247,Furniture,Furnishings,30,30
5256,OFF-PA-10004735,Office Supplies,Paper,30,40
5257,OFF-PA-10001745,Office Supplies,Paper,30,40
5258,OFF-PA-10000176,Office Supplies,Paper,50,50
5259,TEC-PH-10000675,Technology,Phones,170,200
5260,OFF-BI-10000050,Office Supplies,Binders,0,0
5261,FUR-TA-10004154,Furniture,Tables,170,200
5262,TEC-AC-10002718,Technology,Accessories,40,50
5263,OFF-AR-10003179,Office Supplies,Art,20,20
5265,OFF-PA-10004039,Office Supplies,Paper,150,170
5266,OFF-AP-10001626,Office Supplies,Appliances,0,0
5267,TEC-MA-10003173,Technology,Machines,40,50
5268,FUR-FU-10000260,Furniture,Furnishings,30,30
5269,OFF-AP-10004487,Office Supplies,Appliances,360,410
5270,FUR-FU-10001487,Furniture,Furnishings,30,30
5271,FUR-TA-10001520,Furniture,Tables,370,400
5273,FUR-CH-10000595,Furniture,Chairs,670,720
5274,TEC-AC-10004469,Technology,Accessories,150,160
5275,TEC-AC-10003038,Technology,Accessories,30,40
5276,FUR-CH-10004698,Furniture,Chairs,310,340
5277,OFF-PA-10003641,Office Supplies,Paper,90,110
5278,TEC-AC-10002134,Technology,Accessories,10,10
5281,OFF-PA-10001970,Office Supplies,Paper,40,40
5282,OFF-ST-10002957,Office Supplies,Storage,20,20
5283,OFF-LA-10002312,Office Supplies,Labels,40,40
5284,OFF-EN-10002600,Office Supplies,Envelopes,20,20
5286,FUR-BO-10004467,Furniture,Bookcases,80,90
5287,OFF-PA-10000675,Office Supplies,Paper,150,160
5289,FUR-CH-10004287,Furniture,Chairs,830,970
5290,OFF-PA-10000482,Office Supplies,Paper,170,180
5291,OFF-ST-10004835,Office Supplies,Storage,0,0
5292,FUR-TA-10004086,Furniture,Tables,40,50
5293,OFF-LA-10000305,Office Supplies,Labels,50,50
5294,OFF-PA-10000806,Office Supplies,Paper,70,90
5295,FUR-FU-10004018,Furniture,Furnishings,10,10
5296,TEC-PH-10002660,Technology,Phones,460,540
5299,FUR-TA-10002645,Furniture,Tables,2030,2280
5300,TEC-AC-10003033,Technology,Accessories,1620,1980
5301,OFF-LA-10001297,Office Supplies,Labels,50,60
5303,FUR-FU-10001546,Furniture,Furnishings,10,10
5304,FUR-FU-10000629,Furniture,Furnishings,60,70
5305,OFF-ST-10000036,Office Supplies,Storage,270,300
5306,TEC-PH-10002583,Technology,Phones,30,40
5307,FUR-CH-10003774,Furniture,Chairs,160,190
5308,OFF-AR-10003876,Office Supplies,Art,10,10
5309,OFF-BI-10003527,Office Supplies,Binders,1420,1530
5310,OFF-LA-10004559,Office Supplies,Labels,10,10
5311,OFF-SU-10002573,Office Supplies,Supplies,30,30
5312,FUR-FU-10000222,Furniture,Furnishings,50,60
5313,OFF-EN-10001219,Office Supplies,Envelopes,20,30
5314,FUR-CH-10002304,Furniture,Chairs,170,190
5316,FUR-FU-10004864,Furniture,Furnishings,10,10
5319,FUR-TA-10000198,Furniture,Tables,2030,2310
5320,OFF-BI-10003984,Office Supplies,Binders,20,30
5321,FUR-FU-10003691,Furniture,Furnishings,20,20
5322,OFF-PA-10004082,Office Supplies,Paper,20,20
5323,OFF-AR-10003723,Office Supplies,Art,20,20
5327,TEC-PH-10000149,Technology,Phones,30,30
5329,FUR-FU-10004748,Furniture,Furnishings,50,60
5330,OFF-BI-10001460,Office Supplies,Binders,60,60
5331,OFF-SU-10002503,Office Supplies,Supplies,20,20
5334,OFF-PA-10002659,Office Supplies,Paper,0,0
5336,OFF-PA-10000062,Office Supplies,Paper,290,310
5337,OFF-ST-10002554,Office Supplies,Storage,210,240
5339,TEC-AC-10002018,Technology,Accessories,10,10
5340,TEC-AC-10002637,Technology,Accessories,770,900
5342,TEC-PH-10004922,Technology,Phones,260,270
5343,TEC-AC-10002550,Technology,Accessories,30,30
5344,OFF-ST-10003208,Office Supplies,Storage,610,730
5347,OFF-BI-10003676,Office Supplies,Binders,30,30
5349,OFF-PA-10001019,Office Supplies,Paper,120,140
5350,OFF-PA-10004665,Office Supplies,Paper,30,40
5351,TEC-PH-10002447,Technology,Phones,300,330
5352,OFF-BI-10000014,Office Supplies,Binders,70,90
5353,FUR-CH-10002439,Furniture,Chairs,230,280
5354,OFF-PA-10003063,Office Supplies,Paper,10,10
5355,OFF-BI-10002982,Office Supplies,Binders,30,30
5356,TEC-AC-10004510,Technology,Accessories,20,20
5357,OFF-ST-10000321,Office Supplies,Storage,20,20
5358,OFF-AR-10004602,Office Supplies,Art,50,50
5359,FUR-BO-10003433,Furniture,Bookcases,170,200
5360,OFF-ST-10001496,Office Supplies,Storage,620,720
5362,OFF-AP-10001293,Office Supplies,Appliances,80,80
5364,TEC-PH-10004539,Technology,Phones,130,150
5367,OFF-ST-10001228,Office Supplies,Storage,20,20
5368,OFF-PA-10003302,Office Supplies,Paper,80,90
5369,FUR-FU-10004665,Furniture,Furnishings,240,270
5370,FUR-FU-10004188,Furniture,Furnishings,260,310
5372,FUR-TA-10002607,Furniture,Tables,290,350
5375,OFF-AR-10004062,Office Supplies,Art,30,30
5376,OFF-EN-10000056,Office Supplies,Envelopes,310,350
5377,OFF-ST-10001469,Office Supplies,Storage,160,170
5378,OFF-PA-10000551,Office Supplies,Paper,20,20
5379,TEC-MA-10000423,Technology,Machines,100,110
5380,OFF-PA-10001870,Office Supplies,Paper,30,30
5381,OFF-FA-10001843,Office Supplies,Fasteners,20,20
5382,OFF-PA-10002036,Office Supplies,Paper,10,10
5383,TEC-PH-10001760,Technology,Phones,330,360
5384,TEC-PH-10000673,Technology,Phones,470,550
5385,OFF-BI-10000829,Office Supplies,Binders,30,40
5386,TEC-PH-10001924,Technology,Phones,140,170
5387,TEC-AC-10004864,Technology,Accessories,90,110
5392,OFF-BI-10002429,Office Supplies,Binders,190,210
5393,FUR-BO-10000362,Furniture,Bookcases,940,1030
5395,FUR-FU-10002501,Furniture,Furnishings,50,60
5396,OFF-AP-10003622,Office Supplies,Appliances,40,40
5397,OFF-BI-10002764,Office Supplies,Binders,0,0
5398,FUR-BO-10001798,Furniture,Bookcases,500,560
5399,TEC-AC-10000158,Technology,Accessories,60,70
5400,TEC-AC-10000303,Technology,Accessories,70,80
5402,OFF-BI-10000138,Office Supplies,Binders,0,0
5403,TEC-PH-10002398,Technology,Phones,410,450
5404,TEC-AC-10003399,Technology,Accessories,30,40
5406,OFF-PA-10003022,Office Supplies,Paper,70,90
5407,OFF-BI-10002854,Office Supplies,Binders,20,20
5409,OFF-ST-10001837,Office Supplies,Storage,30,40
5411,TEC-AC-10004992,Technology,Accessories,80,100
5412,TEC-PH-10003171,Technology,Phones,200,220
5413,OFF-AP-10000390,Office Supplies,Appliances,60,70
5415,TEC-PH-10004188,Technology,Phones,30,40
5416,OFF-BI-10004099,Office Supplies,Binders,20,20
5417,OFF-PA-10004621,Office Supplies,Paper,30,40
5418,TEC-PH-10002103,Technology,Phones,140,150
5419,TEC-PH-10002789,Technology,Phones,260,280
5420,TEC-AC-10003289,Technology,Accessories,30,30
5422,OFF-PA-10001215,Office Supplies,Paper,30,30
5424,TEC-AC-10003870,Technology,Accessories,1450,1650
5425,FUR-FU-10001085,Furniture,Furnishings,90,110
5426,FUR-BO-10004218,Furniture,Bookcases,560,600
5429,OFF-AP-10000938,Office Supplies,Appliances,130,160
5430,OFF-PA-10002195,Office Supplies,Paper,0,0
5432,OFF-AR-10000246,Office Supplies,Art,10,10
5433,OFF-AP-10000275,Office Supplies,Appliances,1390,1640
5434,TEC-AC-10000892,Technology,Accessories,260,270
5436,OFF-BI-10001787,Office Supplies,Binders,10,10
5437,FUR-FU-10003192,Furniture,Furnishings,170,210
5438,OFF-BI-10004600,Office Supplies,Binders,470,590
5439,OFF-AR-10002335,Office Supplies,Art,0,0
5440,OFF-PA-10000859,Office Supplies,Paper,10,10
5442,OFF-BI-10001900,Office Supplies,Binders,50,60
5443,OFF-AR-10000614,Office Supplies,Art,10,10
5444,OFF-EN-10003040,Office Supplies,Envelopes,20,20
5445,TEC-PH-10003442,Technology,Phones,30,30
5446,TEC-AC-10002800,Technology,Accessories,220,250
5447,OFF-SU-10000157,Office Supplies,Supplies,340,360
5448,TEC-AC-10001542,Technology,Accessories,50,60
5449,OFF-BI-10004519,Office Supplies,Binders,310,330
5450,FUR-FU-10003464,Furniture,Furnishings,30,40
5451,OFF-SU-10004261,Office Supplies,Supplies,80,90
5452,OFF-PA-10004733,Office Supplies,Paper,40,40
5455,OFF-FA-10000089,Office Supplies,Fasteners,20,20
5456,FUR-FU-10004093,Furniture,Furnishings,60,70
5458,FUR-TA-10001771,Furniture,Tables,1320,1480
5462,OFF-PA-10000659,Office Supplies,Paper,60,60
5463,OFF-EN-10002504,Office Supplies,Envelopes,90,110
5464,FUR-BO-10001972,Furniture,Bookcases,170,180
5465,OFF-PA-10000466,Office Supplies,Paper,20,20
5467,FUR-CH-10000454,Furniture,Chairs,510,590
5469,OFF-AP-10003842,Office Supplies,Appliances,110,120
5470,FUR-FU-10000320,Furniture,Furnishings,10,10
5472,FUR-BO-10000468,Furniture,Bookcases,80,100
5473,OFF-ST-10004459,Office Supplies,Storage,630,750
5474,OFF-LA-10002312,Office Supplies,Labels,30,40
5475,OFF-ST-10001291,Office Supplies,Storage,70,80
5476,OFF-PA-10003022,Office Supplies,Paper,20,20
5477,OFF-BI-10002133,Office Supplies,Binders,120,130
5478,OFF-BI-10001097,Office Supplies,Binders,0,0
5479,TEC-PH-10001336,Technology,Phones,90,100
5480,TEC-AC-10002305,Technology,Accessories,30,40
5481,TEC-AC-10003610,Technology,Accessories,190,240
5482,OFF-ST-10002301,Office Supplies,Storage,30,40
5483,FUR-CH-10002044,Furniture,Chairs,360,420
5488,OFF-AP-10002222,Office Supplies,Appliances,20,20
5489,FUR-CH-10003774,Furniture,Chairs,210,220
5490,OFF-ST-10000615,Office Supplies,Storage,20,20
5492,OFF-LA-10002043,Office Supplies,Labels,30,40
5493,FUR-BO-10000330,Furniture,Bookcases,330,410
5495,TEC-AC-10004469,Technology,Accessories,50,60
5499,FUR-CH-10002084,Furniture,Chairs,630,660
5501,FUR-FU-10001847,Furniture,Furnishings,0,0
5504,TEC-PH-10001817,Technology,Phones,800,860
5505,OFF-PA-10000167,Office Supplies,Paper,50,60
5506,OFF-EN-10002973,Office Supplies,Envelopes,20,20
5507,FUR-FU-10001588,Furniture,Furnishings,130,150
5508,OFF-PA-10001736,Office Supplies,Paper,50,60
5512,TEC-PH-10001795,Technology,Phones,200,240
5515,TEC-AC-10003870,Technology,Accessories,1080,1320
5516,FUR-CH-10004540,Furniture,Chairs,190,240
5517,FUR-FU-10004093,Furniture,Furnishings,50,50
5519,OFF-PA-10002709,Office Supplies,Paper,20,20
5520,TEC-AC-10000580,Technology,Accessories,210,260
5523,OFF-PA-10000575,Office Supplies,Paper,70,80
5524,OFF-AR-10002804,Office Supplies,Art,10,10
5526,OFF-PA-10003465,Office Supplies,Paper,40,40
5527,TEC-PH-10000011,Technology,Phones,70,80
5529,TEC-PH-10001795,Technology,Phones,2210,2480
5530,TEC-AC-10001109,Technology,Accessories,160,180
5531,TEC-AC-10003038,Technology,Accessories,30,30
5532,TEC-AC-10003174,Technology,Accessories,260,320
5533,OFF-PA-10000157,Office Supplies,Paper,60,60
5534,OFF-BI-10001721,Office Supplies,Binders,50,60
5536,OFF-PA-10001534,Office Supplies,Paper,10,10
5537,OFF-BI-10002071,Office Supplies,Binders,20,20
5538,FUR-CH-10000513,Furniture,Chairs,150,180
5540,OFF-SU-10000381,Office Supplies,Supplies,20,20
5541,FUR-TA-10001086,Furniture,Tables,430,460
5542,OFF-BI-10000174,Office Supplies,Binders,10,10
5544,OFF-ST-10001590,Office Supplies,Storage,60,70
5546,TEC-PH-10002807,Technology,Phones,110,130
5547,OFF-AP-10004859,Office Supplies,Appliances,40,40
5548,TEC-AC-10003447,Technology,Accessories,120,140
5549,OFF-AR-10003183,Office Supplies,Art,0,0
5550,OFF-SU-10000432,Office Supplies,Supplies,20,20
5551,TEC-AC-10003832,Technology,Accessories,70,80
5552,OFF-PA-10004100,Office Supplies,Paper,30,40
5553,FUR-BO-10004467,Furniture,Bookcases,60,70
5554,FUR-FU-10002963,Furniture,Furnishings,10,10
5555,FUR-FU-10003829,Furniture,Furnishings,10,10
5556,OFF-AR-10003582,Office Supplies,Art,60,60
5557,OFF-PA-10000048,Office Supplies,Paper,10,10
5558,OFF-ST-10000078,Office Supplies,Storage,1090,1330
5560,OFF-BI-10001153,Office Supplies,Binders,20,30
5561,TEC-CO-10001449,Technology,Copiers,2460,3000
5562,OFF-BI-10000474,Office Supplies,Binders,60,60
5564,TEC-MA-10002109,Technology,Machines,170,210
5565,OFF-AR-10003338,Office Supplies,Art,30,30
5566,FUR-CH-10003606,Furniture,Chairs,80,90
5567,TEC-CO-10001449,Technology,Copiers,830,960
5568,OFF-PA-10001934,Office Supplies,Paper,20,20
5569,TEC-PH-10001527,Technology,Phones,30,30
5570,OFF-PA-10001033,Office Supplies,Paper,90,100
5571,OFF-BI-10003719,Office Supplies,Binders,30,30
5572,OFF-PA-10003036,Office Supplies,Paper,20,20
5573,TEC-PH-10001870,Technology,Phones,40,40
5574,TEC-PH-10001809,Technology,Phones,170,180
5575,FUR-FU-10004864,Furniture,Furnishings,320,380
5578,FUR-CH-10003833,Furniture,Chairs,220,240
5579,OFF-PA-10000143,Office Supplies,Paper,50,50
5580,FUR-FU-10000076,Furniture,Furnishings,20,20
5581,OFF-AR-10000462,Office Supplies,Art,10,10
5583,OFF-ST-10002182,Office Supplies,Storage,60,80
5584,TEC-PH-10001468,Technology,Phones,450,550
5585,OFF-ST-10001809,Office Supplies,Storage,220,270
5589,OFF-ST-10003816,Office Supplies,Storage,300,350
5590,FUR-CH-10002880,Furniture,Chairs,220,250
5591,OFF-BI-10004738,Office Supplies,Binders,20,20
5592,OFF-BI-10003984,Office Supplies,Binders,50,60
5593,TEC-PH-10000984,Technology,Phones,320,390
5594,TEC-PH-10001944,Technology,Phones,390,440
5595,OFF-BI-10002735,Office Supplies,Binders,70,70
5596,OFF-SU-10001165,Office Supplies,Supplies,30,30
5598,OFF-AR-10004010,Office Supplies,Art,60,60
5600,TEC-AC-10003023,Technology,Accessories,130,140
5601,OFF-ST-10003572,Office Supplies,Storage,10,10
5602,OFF-PA-10004353,Office Supplies,Paper,70,80
5603,OFF-BI-10003718,Office Supplies,Binders,510,590
5605,FUR-CH-10002880,Furniture,Chairs,90,100
5608,TEC-AC-10003033,Technology,Accessories,620,660
5609,TEC-AC-10002323,Technology,Accessories,40,50
5610,TEC-AC-10002049,Technology,Accessories,720,840
5611,TEC-AC-10002253,Technology,Accessories,1400,1500
5612,OFF-ST-10003994,Office Supplies,Storage,110,120
5614,OFF-AP-10002118,Office Supplies,Appliances,900,1040
5615,OFF-AR-10001954,Office Supplies,Art,20,30
5617,OFF-ST-10004186,Office Supplies,Storage,400,440
5618,TEC-AC-10001908,Technology,Accessories,430,500
5619,OFF-AR-10000817,Office Supplies,Art,0,0
5620,FUR-CH-10004218,Furniture,Chairs,180,200
5621,FUR-FU-10000755,Furniture,Furnishings,60,70
5623,TEC-AC-10002637,Technology,Accessories,310,360
5625,FUR-TA-10002958,Furniture,Tables,2120,2350
5627,FUR-CH-10001545,Furniture,Chairs,260,270
5628,FUR-TA-10002530,Furniture,Tables,700,820
5629,TEC-AC-10001432,Technology,Accessories,200,230
5630,FUR-TA-10003715,Furniture,Tables,1020,1260
5633,OFF-BI-10000666,Office Supplies,Binders,130,150
5634,OFF-BI-10002225,Office Supplies,Binders,70,80
5635,TEC-AC-10000474,Technology,Accessories,230,280
5636,FUR-FU-10004245,Furniture,Furnishings,60,60
5637,FUR-CH-10004287,Furniture,Chairs,1180,1330
5638,FUR-CH-10000595,Furniture,Chairs,540,570
5639,OFF-PA-10003063,Office Supplies,Paper,30,30
5643,OFF-BI-10002103,Office Supplies,Binders,20,30
5644,FUR-FU-10004018,Furniture,Furnishings,60,70
5645,FUR-FU-10001473,Furniture,Furnishings,170,190
5646,OFF-PA-10001800,Office Supplies,Paper,20,20
5647,OFF-PA-10004609,Office Supplies,Paper,30,30
5648,OFF-EN-10002592,Office Supplies,Envelopes,50,60
5650,FUR-BO-10002613,Furniture,Bookcases,1070,1190
5651,OFF-PA-10001033,Office Supplies,Paper,40,40
5653,OFF-BI-10001670,Office Supplies,Binders,40,50
5654,OFF-AR-10004078,Office Supplies,Art,20,20
5655,OFF-PA-10003036,Office Supplies,Paper,10,10
5656,TEC-AC-10000991,Technology,Accessories,90,110
5657,FUR-TA-10002530,Furniture,Tables,310,380
5658,OFF-LA-10000407,Office Supplies,Labels,20,20
5659,TEC-PH-10004833,Technology,Phones,30,30
5660,FUR-FU-10002671,Furniture,Furnishings,20,20
5661,OFF-ST-10001370,Office Supplies,Storage,460,510
5662,OFF-AR-10000914,Office Supplies,Art,20,20
5664,OFF-ST-10002276,Office Supplies,Storage,60,70
5665,OFF-ST-10004340,Office Supplies,Storage,80,100
5667,OFF-BI-10004728,Office Supplies,Binders,50,50
5668,TEC-AC-10003095,Technology,Accessories,330,390
5669,FUR-FU-10003192,Furniture,Furnishings,310,360
5670,TEC-PH-10004522,Technology,Phones,120,140
5671,OFF-EN-10003068,Office Supplies,Envelopes,20,20
5674,TEC-PH-10001552,Technology,Phones,50,60
5675,TEC-AC-10004877,Technology,Accessories,30,30
5676,FUR-FU-10000193,Furniture,Furnishings,40,40
5677,OFF-FA-10000735,Office Supplies,Fasteners,20,20
5678,OFF-PA-10002120,Office Supplies,Paper,90,110
5682,TEC-PH-10001128,Technology,Phones,1000,1050
5683,OFF-AP-10003842,Office Supplies,Appliances,140,150
5684,OFF-BI-10002794,Office Supplies,Binders,100,100
5686,FUR-FU-10003623,Furniture,Furnishings,110,130
5687,OFF-EN-10000781,Office Supplies,Envelopes,50,50
5688,FUR-CH-10002044,Furniture,Chairs,240,280
5689,OFF-AR-10000817,Office Supplies,Art,30,30
5691,TEC-PH-10004667,Technology,Phones,120,130
5692,OFF-PA-10000143,Office Supplies,Paper,30,30
5693,FUR-CH-10000785,Furniture,Chairs,500,540
5695,OFF-BI-10000309,Office Supplies,Binders,30,30
5696,OFF-BI-10004224,Office Supplies,Binders,10,10
5697,OFF-LA-10002312,Office Supplies,Labels,10,10
5698,OFF-PA-10003022,Office Supplies,Paper,30,40
5699,OFF-EN-10001532,Office Supplies,Envelopes,30,40
5700,TEC-AC-10004855,Technology,Accessories,120,140
5701,OFF-AR-10003829,Office Supplies,Art,0,0
5702,FUR-TA-10002645,Furniture,Tables,120,140
5703,TEC-AC-10003033,Technology,Accessories,210,260
5704,OFF-SU-10002522,Office Supplies,Supplies,10,10
5705,OFF-BI-10004828,Office Supplies,Binders,40,40
5706,FUR-FU-10001095,Furniture,Furnishings,60,80
5707,OFF-SU-10000157,Office Supplies,Supplies,290,360
5708,FUR-CH-10002647,Furniture,Chairs,110,130
5709,TEC-CO-10004115,Technology,Copiers,2270,2800
5710,OFF-PA-10003363,Office Supplies,Paper,20,20
5711,TEC-PH-10003092,Technology,Phones,30,40
5713,OFF-ST-10001476,Office Supplies,Storage,150,180
5714,TEC-AC-10002049,Technology,Accessories,560,620
5716,OFF-EN-10003286,Office Supplies,Envelopes,60,60
5717,OFF-AP-10003971,Office Supplies,Appliances,20,30
5718,OFF-ST-10001031,Office Supplies,Storage,70,80
5720,TEC-AC-10000358,Technology,Accessories,80,90
5721,TEC-AC-10002800,Technology,Accessories,130,160
5723,OFF-ST-10002574,Office Supplies,Storage,310,330
5724,TEC-AC-10004171,Technology,Accessories,830,900
5725,TEC-PH-10002922,Technology,Phones,770,950
5726,TEC-AC-10003023,Technology,Accessories,160,180
5727,OFF-AP-10003590,Office Supplies,Appliances,920,1090
5729,FUR-BO-10003159,Furniture,Bookcases,420,460
5731,FUR-BO-10002598,Furniture,Bookcases,590,640
5732,OFF-SU-10002537,Office Supplies,Supplies,20,30
5733,FUR-FU-10003976,Furniture,Furnishings,20,30
5737,OFF-BI-10004233,Office Supplies,Binders,30,40
5738,OFF-PA-10000232,Office Supplies,Paper,10,10
5739,FUR-FU-10001095,Furniture,Furnishings,30,30
5740,TEC-MA-10004679,Technology,Machines,490,530
5741,OFF-PA-10003651,Office Supplies,Paper,30,30
5742,OFF-PA-10000743,Office Supplies,Paper,20,20
5743,OFF-ST-10002743,Office Supplies,Storage,710,800
5744,FUR-FU-10003829,Furniture,Furnishings,20,20
5747,TEC-AC-10004877,Technology,Accessories,20,20
5748,TEC-PH-10000923,Technology,Phones,60,70
5749,FUR-TA-10001539,Furniture,Tables,320,360
5750,OFF-LA-10003498,Office Supplies,Labels,40,40
5752,FUR-CH-10000015,Furniture,Chairs,740,870
5754,OFF-AP-10004052,Office Supplies,Appliances,0,0
5755,TEC-CO-10002095,Technology,Copiers,1740,2000
5756,FUR-FU-10004270,Furniture,Furnishings,40,50
5757,TEC-MA-10000423,Technology,Machines,30,30
5758,OFF-ST-10001526,Office Supplies,Storage,450,480
5759,OFF-BI-10002194,Office Supplies,Binders,10,10
5761,FUR-FU-10001473,Furniture,Furnishings,50,50
5762,FUR-CH-10004983,Furniture,Chairs,1200,1450
5763,OFF-ST-10003994,Office Supplies,Storage,300,350
5764,TEC-PH-10004447,Technology,Phones,310,330
5765,OFF-LA-10004545,Office Supplies,Labels,50,60
5766,TEC-AC-10003116,Technology,Accessories,80,90
5767,OFF-LA-10001641,Office Supplies,Labels,0,0
5770,OFF-AP-10002651,Office Supplies,Appliances,950,1160
5771,TEC-CO-10002313,Technology,Copiers,550,600
5772,OFF-ST-10001580,Office Supplies,Storage,20,20
5773,FUR-CH-10001545,Furniture,Chairs,580,640
5774,OFF-BI-10004826,Office Supplies,Binders,10,10
5775,OFF-BI-10000301,Office Supplies,Binders,20,20
5777,OFF-AR-10003156,Office Supplies,Art,20,30
5778,FUR-CH-10000988,Furniture,Chairs,100,110
5779,TEC-MA-10003329,Technology,Machines,70,70
5780,OFF-AR-10001547,Office Supplies,Art,0,0
5781,OFF-EN-10003072,Office Supplies,Envelopes,20,20
5782,OFF-PA-10000726,Office Supplies,Paper,30,40
5783,FUR-BO-10001972,Furniture,Bookcases,200,220
5784,OFF-SU-10004664,Office Supplies,Supplies,40,40
5786,OFF-AR-10003727,Office Supplies,Art,80,100
5790,FUR-CH-10002961,Furniture,Chairs,70,70
5793,OFF-BI-10003364,Office Supplies,Binders,50,50
5794,OFF-ST-10002615,Office Supplies,Storage,1300,1400
5795,FUR-FU-10000521,Furniture,Furnishings,110,120
5797,OFF-PA-10001289,Office Supplies,Paper,80,80
5798,FUR-CH-10004495,Furniture,Chairs,340,420
5799,TEC-PH-10000895,Technology,Phones,520,580
5801,TEC-PH-10000376,Technology,Phones,20,20
5804,FUR-BO-10003441,Furniture,Bookcases,180,210
5806,OFF-AP-10001205,Office Supplies,Appliances,80,90
5807,OFF-AR-10002987,Office Supplies,Art,20,30
5808,FUR-FU-10000723,Furniture,Furnishings,110,130
5809,OFF-PA-10003127,Office Supplies,Paper,90,110
5810,FUR-FU-10000747,Furniture,Furnishings,80,90
5811,TEC-PH-10001795,Technology,Phones,1270,1490
5813,TEC-AC-10002718,Technology,Accessories,10,10
5814,TEC-PH-10002170,Technology,Phones,230,280
5815,OFF-BI-10001078,Office Supplies,Binders,10,10
5817,OFF-LA-10001158,Office Supplies,Labels,80,90
5819,OFF-SU-10000157,Office Supplies,Supplies,200,240
5821,FUR-TA-10001520,Furniture,Tables,270,290
5822,OFF-BI-10001900,Office Supplies,Binders,20,20
5824,OFF-PA-10000418,Office Supplies,Paper,340,420
5825,FUR-CH-10004626,Furniture,Chairs,70,90
5826,FUR-CH-10004860,Furniture,Chairs,150,180
5828,FUR-TA-10004575,Furniture,Tables,530,580
5829,FUR-CH-10004754,Furniture,Chairs,20,30
5830,TEC-AC-10003095,Technology,Accessories,470,520
5832,FUR-CH-10002961,Furniture,Chairs,330,360
5833,OFF-BI-10003876,Office Supplies,Binders,50,60
5834,OFF-BI-10002133,Office Supplies,Binders,30,40
5835,TEC-AC-10004396,Technology,Accessories,60,70
5836,TEC-PH-10004100,Technology,Phones,50,60
5837,OFF-ST-10000636,Office Supplies,Storage,80,80
5839,FUR-FU-10002554,Furniture,Furnishings,40,50
5840,TEC-PH-10003174,Technology,Phones,340,420
5841,OFF-ST-10001418,Office Supplies,Storage,280,300
5842,FUR-FU-10002813,Furniture,Furnishings,70,80
5843,OFF-ST-10000129,Office Supplies,Storage,650,780
5845,FUR-CH-10001708,Furniture,Chairs,210,230
5846,FUR-FU-10001591,Furniture,Furnishings,40,40
5847,OFF-AP-10003849,Office Supplies,Appliances,600,720
5848,OFF-ST-10000078,Office Supplies,Storage,680,800
5849,TEC-CO-10001571,Technology,Copiers,470,550
5850,OFF-BI-10001658,Office Supplies,Binders,60,70
5851,FUR-FU-10004351,Furniture,Furnishings,30,30
5853,OFF-ST-10001505,Office Supplies,Storage,30,30
5857,FUR-BO-10004218,Furniture,Bookcases,210,240
5858,FUR-TA-10002530,Furniture,Tables,260,300
5860,OFF-PA-10001497,Office Supplies,Paper,100,110
5863,OFF-AP-10002765,Office Supplies,Appliances,60,80
5864,OFF-AR-10004165,Office Supplies,Art,0,0
5865,FUR-CH-10002335,Furniture,Chairs,1010,1130
5866,OFF-AR-10004078,Office Supplies,Art,0,0
5867,OFF-BI-10002026,Office Supplies,Binders,80,100
5868,FUR-CH-10001215,Furniture,Chairs,1380,1600
5869,FUR-TA-10001771,Furniture,Tables,1190,1290
5870,FUR-FU-10004006,Furniture,Furnishings,120,130
5871,OFF-ST-10003282,Office Supplies,Storage,50,60
5872,OFF-BI-10002353,Office Supplies,Binders,90,110
5873,OFF-BI-10004141,Office Supplies,Binders,10,10
5875,OFF-BI-10001071,Office Supplies,Binders,400,450
5877,OFF-AP-10001293,Office Supplies,Appliances,240,250
5878,OFF-PA-10001815,Office Supplies,Paper,170,190
5879,FUR-CH-10001215,Furniture,Chairs,700,800
5880,OFF-PA-10000100,Office Supplies,Paper,340,370
5881,FUR-CH-10002880,Furniture,Chairs,830,890
5882,FUR-FU-10004712,Furniture,Furnishings,20,30
5883,OFF-SU-10000151,Office Supplies,Supplies,4320,4910
5884,OFF-BI-10000136,Office Supplies,Binders,10,10
5885,TEC-AC-10003610,Technology,Accessories,160,180
5887,OFF-PA-10001952,Office Supplies,Paper,40,50
5888,OFF-BI-10002414,Office Supplies,Binders,30,30
5889,OFF-PA-10001790,Office Supplies,Paper,30,40
5890,OFF-ST-10001590,Office Supplies,Storage,20,20
5891,TEC-AC-10003657,Technology,Accessories,70,80
5893,OFF-ST-10003123,Office Supplies,Storage,90,100
5895,OFF-PA-10004947,Office Supplies,Paper,20,20
5896,FUR-FU-10003799,Furniture,Furnishings,70,70
5897,TEC-PH-10000673,Technology,Phones,230,260
5899,OFF-BI-10004528,Office Supplies,Binders,20,20
