order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,final_customer_price,profit
4417,29-01-2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Fasteners,OFF-FA-10003495,20,30,5,2,147.0,47.0
4418,23-10-2022,Second Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10002867,420,480,8,3,3724.7999999999997,364.7999999999997
4419,15-06-2023,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Furniture,Furnishings,FUR-FU-10003773,180,190,3,4,547.1999999999999,7.199999999999932
4420,29-07-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002954,10,10,4,5,38.0,-2.0
4421,11-03-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,OFF-SU-10002537,40,40,5,4,192.0,-8.0
4422,05-12-2023,Standard Class,Consumer,United States,Margate,Florida,33063,South,Office Supplies,Art,OFF-AR-10001374,20,20,3,5,57.0,-3.0
4423,01-03-2022,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Appliances,OFF-AP-10001492,20,20,2,5,38.0,-2.0
4424,22-07-2023,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,FUR-BO-10003546,280,300,3,4,864.0,24.0
4425,02-06-2023,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10002185,30,30,5,4,144.0,-6.0
4426,29-12-2022,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Binders,OFF-BI-10000315,100,110,6,5,627.0,27.0
4427,20-03-2022,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10002350,50,60,2,2,117.6,17.599999999999994
4428,30-07-2022,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,OFF-PA-10002666,20,30,3,3,87.3,27.299999999999997
4429,21-10-2023,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,FUR-CH-10004495,1470,1810,6,2,10642.8,1822.7999999999993
4430,13-10-2022,Same Day,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Art,OFF-AR-10001725,60,70,3,4,201.6,21.599999999999994
4431,29-03-2022,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,OFF-FA-10002280,20,20,4,3,77.6,-2.4000000000000057
4432,16-11-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,OFF-AR-10001770,10,10,3,4,28.799999999999997,-1.2000000000000028
4433,13-06-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10002885,20,20,5,4,96.0,-4.0
4434,22-01-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,OFF-AR-10003772,10,10,1,3,9.7,-0.3000000000000007
4435,18-11-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Tables,FUR-TA-10003392,740,840,3,4,2419.2,199.19999999999982
4436,28-11-2023,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10000014,0,0,1,2,0.0,0.0
4437,19-04-2022,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10003217,30,30,7,2,205.79999999999998,-4.200000000000017
4438,02-01-2022,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10002403,20,30,3,5,85.5,25.5
4439,28-11-2022,Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,OFF-PA-10001972,10,10,2,4,19.2,-0.8000000000000007
4440,09-08-2022,Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,OFF-PA-10004041,20,20,4,3,77.6,-2.4000000000000057
4441,24-11-2022,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,TEC-AC-10004975,100,110,1,2,107.8,7.799999999999997
4442,26-12-2023,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10001932,870,970,5,3,4704.5,354.5
4443,18-08-2023,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,OFF-AR-10001761,30,30,5,2,147.0,-3.0
4444,21-02-2023,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,OFF-PA-10002262,20,30,5,2,147.0,47.0
4445,25-05-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,OFF-EN-10004483,70,80,5,3,388.0,38.0
4446,18-10-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,OFF-PA-10003270,20,30,6,2,176.4,56.400000000000006
4447,10-06-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,OFF-BI-10001634,20,30,4,2,117.6,37.599999999999994
4448,15-08-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Storage,OFF-ST-10000675,160,170,5,4,816.0,16.0
4449,18-05-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000732,10,10,2,4,19.2,-0.8000000000000007
4450,13-09-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10004355,10,10,1,5,9.5,-0.5
4451,10-11-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Envelopes,OFF-EN-10000056,160,190,3,5,541.5,61.5
4452,07-12-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10000221,30,30,5,3,145.5,-4.5
4453,15-01-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10003567,40,40,2,2,78.4,-1.5999999999999943
4454,18-06-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,FUR-BO-10001811,1080,1280,5,2,6272.0,872.0
4455,29-06-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10002486,20,30,4,5,114.0,34.0
4456,04-01-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002372,110,130,2,4,249.6,29.599999999999994
4457,13-07-2023,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003274,10,10,2,3,19.4,-0.6000000000000014
4458,26-08-2022,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10001878,210,240,5,3,1164.0,114.0
4459,05-02-2023,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,OFF-SU-10002881,1180,1330,2,5,2527.0,167.0
4460,26-06-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10001979,30,30,1,4,28.799999999999997,-1.2000000000000028
4461,23-12-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001522,140,150,2,4,288.0,8.0
4462,23-01-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10003657,50,50,2,3,97.0,-3.0
4463,01-04-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10001718,70,80,4,4,307.2,27.19999999999999
4464,19-07-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,OFF-PA-10003022,10,10,3,3,29.099999999999998,-0.9000000000000021
4465,04-05-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,OFF-AP-10000891,180,210,2,2,411.59999999999997,51.599999999999966
4466,27-06-2023,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,OFF-BI-10004970,0,0,1,5,0.0,0.0
4467,17-01-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10003759,20,20,9,5,171.0,-9.0
4468,13-09-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003001,150,170,2,5,323.0,23.0
4469,28-12-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000780,290,320,2,2,627.2,47.200000000000045
4470,10-11-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001972,10,10,2,3,19.4,-0.6000000000000014
4471,07-01-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10003535,120,130,3,4,374.4,14.399999999999977
4472,16-09-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,FUR-CH-10003774,50,60,1,2,58.8,8.799999999999997
4473,15-07-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,TEC-AC-10004571,210,240,3,3,698.4,68.39999999999998
4474,12-08-2023,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,FUR-TA-10004442,280,340,2,3,659.6,99.60000000000002
4475,25-12-2023,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002787,20,20,3,2,58.8,-1.2000000000000028
4476,06-01-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,FUR-FU-10004586,20,20,4,2,78.4,-1.5999999999999943
4477,27-09-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002606,10,10,2,4,19.2,-0.8000000000000007
4478,25-09-2022,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,OFF-ST-10000129,290,330,3,5,940.5,70.5
4479,14-02-2023,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,FUR-TA-10003748,220,250,2,2,490.0,50.0
4480,09-12-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004948,20,20,5,2,98.0,-2.0
4481,10-12-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,OFF-FA-10001561,20,20,7,2,137.2,-2.8000000000000114
4482,10-05-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,OFF-AP-10002998,40,40,2,4,76.8,-3.200000000000003
4483,08-07-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003981,30,40,12,4,460.79999999999995,100.79999999999995
4484,24-08-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001725,100,120,3,5,342.0,42.0
4485,06-11-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002071,10,10,2,2,19.6,-0.3999999999999986
4486,08-10-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000477,20,20,3,2,58.8,-1.2000000000000028
4487,14-08-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10004359,260,310,3,3,902.1,122.10000000000002
4488,10-08-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10000962,20,20,5,3,97.0,-3.0
4489,01-12-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,OFF-SU-10003567,70,70,9,4,604.8,-25.200000000000045
4490,09-08-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10003708,0,0,3,3,0.0,0.0
4491,24-11-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,FUR-TA-10001095,370,420,3,4,1209.6,99.59999999999991
4492,16-12-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,TEC-CO-10001571,590,660,2,3,1280.3999999999999,100.39999999999986
4493,19-03-2023,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10000221,10,10,2,4,19.2,-0.8000000000000007
4494,28-06-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001972,30,40,7,5,266.0,56.0
4495,31-01-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10000015,750,910,6,5,5187.0,687.0
4496,20-04-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,FUR-BO-10004015,800,920,9,4,7948.799999999999,748.7999999999993
4497,07-10-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10002036,30,40,6,2,235.2,55.19999999999999
4498,01-04-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003650,560,630,4,2,2469.6,229.5999999999999
4499,25-09-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003309,10,10,2,5,19.0,-1.0
4500,11-08-2022,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,OFF-PA-10002787,10,10,2,2,19.6,-0.3999999999999986
4501,27-05-2022,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,OFF-BI-10000174,20,20,5,5,95.0,-5.0
4502,21-09-2023,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10002005,30,30,5,2,147.0,-3.0
4503,29-01-2022,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10002815,20,20,6,2,117.6,-2.4000000000000057
4504,24-04-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000213,160,170,7,5,1130.5,10.5
4505,15-08-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10000828,320,360,2,4,691.1999999999999,51.19999999999993
4506,08-04-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10004708,50,60,3,5,171.0,21.0
4507,28-02-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001530,710,820,3,5,2337.0,207.0
4508,15-12-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10002301,20,20,1,4,19.2,-0.8000000000000007
4509,01-05-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10002554,20,20,1,4,19.2,-0.8000000000000007
4510,11-06-2023,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10001520,140,170,3,2,499.8,79.80000000000001
4511,10-01-2022,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,FUR-FU-10001085,40,40,2,3,77.6,-2.4000000000000057
4512,06-01-2023,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001597,70,80,2,4,153.6,13.599999999999994
4513,09-04-2022,First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10002429,50,50,6,3,291.0,-9.0
4514,10-04-2023,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001590,10,10,1,4,9.6,-0.40000000000000036
4515,25-01-2023,Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,FUR-CH-10000847,270,290,1,3,281.3,11.300000000000011
4516,13-10-2023,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,OFF-AR-10003179,30,40,4,3,155.2,35.19999999999999
4517,24-10-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000807,20,20,5,4,96.0,-4.0
4518,02-11-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002103,50,50,7,2,343.0,-7.0
4519,12-08-2023,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10004441,20,20,4,4,76.8,-3.200000000000003
4520,14-03-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,OFF-ST-10003805,1190,1350,8,3,10476.0,956.0
4521,29-08-2023,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,Accessories,TEC-AC-10001284,50,60,3,3,174.6,24.599999999999994
4522,06-02-2023,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10000221,20,20,4,3,77.6,-2.4000000000000057
4523,30-01-2022,Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,OFF-FA-10001229,10,10,3,3,29.099999999999998,-0.9000000000000021
4524,30-10-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10001569,30,30,7,3,203.7,-6.300000000000011
4525,01-07-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10004018,70,90,6,5,513.0,93.0
4526,12-08-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,TEC-PH-10004536,250,270,2,2,529.2,29.200000000000045
4527,17-07-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,OFF-PA-10004353,90,100,5,3,485.0,35.0
4528,04-01-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,FUR-FU-10004848,40,40,4,3,155.2,-4.800000000000011
4529,08-08-2023,Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,Accessories,TEC-AC-10004864,100,120,4,5,456.0,56.0
4530,18-12-2023,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002393,0,0,2,3,0.0,0.0
4531,05-12-2022,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002335,360,410,2,4,787.1999999999999,67.19999999999993
4532,04-05-2022,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001590,30,40,3,3,116.39999999999999,26.39999999999999
4533,21-01-2022,Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,Chairs,FUR-CH-10002774,100,120,3,4,345.59999999999997,45.599999999999966
4534,02-09-2023,Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,OFF-EN-10001219,20,20,2,2,39.2,-0.7999999999999972
4535,15-03-2023,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10001947,10,10,2,4,19.2,-0.8000000000000007
4536,01-02-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10003142,20,20,3,4,57.599999999999994,-2.4000000000000057
4537,26-09-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001543,90,90,3,4,259.2,-10.800000000000011
4538,12-11-2022,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10003560,20,20,3,2,58.8,-1.2000000000000028
4539,28-08-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10004757,10,10,4,5,38.0,-2.0
4540,07-02-2023,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,TEC-PH-10003800,100,110,2,4,211.2,11.199999999999989
4541,20-08-2023,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,FUR-TA-10004152,430,490,7,5,3258.5,248.5
4542,22-11-2022,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10000756,10,10,7,3,67.89999999999999,-2.1000000000000085
4543,02-02-2022,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,OFF-EN-10004206,280,330,2,2,646.8,86.79999999999995
4544,21-12-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10004477,350,380,9,4,3283.2,133.19999999999982
4545,10-04-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10003505,120,150,2,3,291.0,51.0
4546,22-04-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10000526,510,540,7,4,3628.7999999999997,58.79999999999973
4547,23-08-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10003314,0,0,2,2,0.0,0.0
4548,07-05-2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10003190,10,10,3,2,29.4,-0.6000000000000014
4549,18-08-2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10001861,10,10,1,3,9.7,-0.3000000000000007
4550,21-07-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10003963,560,660,4,5,2508.0,268.0
4551,30-01-2023,First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Labels,OFF-LA-10003388,10,10,2,5,19.0,-1.0
4552,18-03-2023,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,FUR-TA-10002855,300,350,3,3,1018.5,118.5
4553,30-08-2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10004886,200,230,3,4,662.4,62.39999999999998
4554,09-06-2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003657,10,10,3,3,29.099999999999998,-0.9000000000000021
4555,20-11-2022,Second Class,Consumer,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Binders,OFF-BI-10004738,50,60,3,4,172.79999999999998,22.799999999999983
4556,01-06-2023,First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Fasteners,OFF-FA-10003112,20,30,4,5,114.0,34.0
4557,20-07-2022,First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10002486,20,30,4,4,115.19999999999999,35.19999999999999
4558,17-11-2022,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,OFF-BI-10003984,10,10,1,4,9.6,-0.40000000000000036
4559,18-01-2023,Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,OFF-EN-10004773,40,50,2,4,96.0,16.0
4560,07-12-2023,First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,FUR-CH-10001146,120,130,3,3,378.3,18.30000000000001
4561,18-05-2022,Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,OFF-EN-10003296,260,270,3,5,769.5,-10.5
4562,05-01-2023,Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10000193,90,110,3,4,316.8,46.80000000000001
4563,08-11-2023,Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10002111,40,40,5,5,190.0,-10.0
4564,06-12-2023,Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,FUR-CH-10003298,390,420,4,5,1596.0,36.0
4565,30-07-2022,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10004950,90,100,6,3,582.0,42.0
4566,26-08-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10002350,40,50,3,2,147.0,27.0
4567,28-03-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004233,30,30,6,2,176.4,-3.5999999999999943
4568,14-04-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10001892,20,20,4,3,77.6,-2.4000000000000057
4569,22-12-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003291,10,10,6,2,58.8,-1.2000000000000028
4570,26-04-2022,Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10004017,80,80,3,3,232.79999999999998,-7.200000000000017
4571,02-05-2022,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art,OFF-AR-10002445,20,20,3,3,58.199999999999996,-1.8000000000000043
4572,26-01-2023,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,OFF-BI-10001718,110,130,2,3,252.2,32.19999999999999
4573,11-12-2022,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers,TEC-CO-10004202,420,480,2,5,912.0,72.0
4574,19-12-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,TEC-PH-10002103,580,660,7,2,4527.6,467.60000000000036
4575,15-03-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings,FUR-FU-10003724,30,30,4,3,116.39999999999999,-3.6000000000000085
4576,03-12-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,OFF-AR-10003732,10,10,5,3,48.5,-1.5
4577,13-12-2023,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,OFF-ST-10000885,30,30,2,3,58.199999999999996,-1.8000000000000043
4578,17-02-2022,Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,OFF-BI-10004817,10,10,1,3,9.7,-0.3000000000000007
4579,05-12-2022,Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,OFF-BI-10001670,100,110,3,4,316.8,16.80000000000001
4580,06-07-2023,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002709,70,70,11,4,739.1999999999999,-30.800000000000068
4581,23-02-2023,Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,TEC-AC-10004469,220,240,6,5,1368.0,48.0
4582,17-10-2023,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10003424,30,30,3,3,87.3,-2.700000000000003
4583,20-07-2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,OFF-LA-10003720,20,20,8,4,153.6,-6.400000000000006
4584,07-10-2023,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10000390,10,10,2,4,19.2,-0.8000000000000007
4585,17-05-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes,OFF-EN-10001335,70,80,7,3,543.1999999999999,53.19999999999993
4586,17-12-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art,OFF-AR-10003469,10,10,5,2,49.0,-1.0
4587,28-04-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,OFF-BI-10003718,500,590,6,5,3363.0,363.0
4588,23-03-2023,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners,OFF-FA-10004838,10,10,3,5,28.5,-1.5
4589,13-04-2023,Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings,FUR-FU-10002508,30,30,3,3,87.3,-2.700000000000003
4590,28-05-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage,OFF-ST-10001511,380,450,7,5,2992.5,332.5
